"","campus","faculty","semester","program","gender1","gender2","enough_info_delivery","enough_info_assessment","enough_time","online_access","resource_access","scheduled_learning","learning_duration","collaborative_study","constant_feedback","comfortably_study","STD.DVN","gender"
"31642",5,23,"4.0","AC110",NA,"Female",5,5,2,3,999,3,3,5,4,3,298.6016745,NA
"31650",5,24,"4.0","BA246",NA,"Female",5,5,5,2,999,3,4,3,4,2,298.6020094,NA
"31733",3,11,"4.0","Science in Geomatic / AP120",NA,"Female",4,4,3,3,999,4,4,3,4,3,298.6337054,NA
"31748",5,24,"2.0","BA243",NA,"Female",4,4,4,4,999,3,3,3,4,3,298.6337054,NA
"31753",3,11,"2.0","AP120",NA,"Female",4,4,3,3,999,4,4,4,3,3,298.6337054,NA
"31829",3,10,"4.0","CS110",NA,"Female",4,4,4,2,999,4,4,2,4,4,298.6343751,NA
"31849",3,9,"2.0","Industrial Chemistry",NA,"Female",4,4,4,4,999,4,4,2,4,2,298.6343751,NA
"31860",5,23,"5.0","ac220",NA,"Female",3,3,5,3,999,4,4,3,5,2,298.63471,NA
"31878",5,23,"4.0","AC110","Male",NA,5,5,3,2,999,5,4,2,5,1,298.6367191,"Male"
"31889",3,12,"2.0","SR113 SPORT STUDIES","Male",NA,4,3,4,3,999,3,3,3,4,4,298.6670387,"Male"
"31903",3,11,"4.0","SCIENCE GEOMATIC",NA,"Female",4,3,3,3,999,4,3,4,4,3,298.6670387,NA
"31913",3,9,"2.0","AS115",NA,"Female",3,3,4,3,999,4,4,3,4,3,298.6670387,NA
"31922",5,24,"4.0","Office Management Technology",NA,"Female",4,4,3,3,999,3,4,3,4,3,298.6670387,NA
"31925",3,12,"2.0","SR111","Male",NA,4,4,3,3,999,4,3,3,4,3,298.6670387,"Male"
"31929",3,12,"2.0","Diploma in Sport Management  and Recreation",NA,"Female",4,4,3,4,999,3,3,3,4,3,298.6670387,NA
"31978",5,23,"4.0","DEGREE IN ACCOUNTANCY",NA,"Female",4,4,3,2,999,4,4,3,4,3,298.6673735,NA
"32009",3,13,"5.0","AT232",NA,"Female",3,3,4,4,999,4,4,4,3,2,298.6673735,NA
"32097",3,12,"2.0","Health and fitness",NA,"Female",3,4,4,3,999,3,3,3,4,3,298.7003348,NA
"32114",5,24,"2.0","Banking Studies",NA,"Female",4,4,3,3,999,4,3,3,3,3,298.7003348,NA
"32131",3,24,"3.0","BBA HUMAN RESOURCE",NA,"Female",4,4,4,3,999,3,3,2,3,4,298.7006696,NA
"32138",5,15,"4.0","AM110",NA,"Female",3,4,3,2,999,4,4,3,4,3,298.7006696,NA
"32181",3,10,"4.0","CS143",NA,"Female",4,4,3,3,999,4,3,3,4,2,298.7006696,NA
"32183",3,24,"2.0","Finance","Male",NA,3,3,4,4,999,4,4,3,3,2,298.7006696,"Male"
"32253",3,9,"2.0","AS113","Male",NA,4,4,4,2,999,4,4,2,4,2,298.7013391,"Male"
"32263",3,13,"4.0","DIPLOMA PLANTATION INDUSTRY MANAGEMENT","Male",NA,4,4,4,2,999,3,4,2,5,2,298.7016739,"Male"
"32319",3,13,"2.0","AT110",NA,"Female",3,3,3,2,999,4,4,3,4,3,298.7339284,NA
"32338",5,26,"4.0","Bachelor of  Library science",NA,"Female",3,3,3,5,999,3,3,3,3,3,298.7339284,NA
"32438",5,15,"4.0","Diploma Public Admin",NA,"Female",4,4,4,1,999,3,4,4,3,2,298.7349327,NA
"32443",3,12,"4.0","SPORT MANAGEMENT (SR241)",NA,"Female",3,4,4,4,999,4,3,2,4,1,298.7349327,NA
"32445",3,10,"2.0","CS110",NA,"Female",3,3,2,4,999,4,4,3,1,5,298.7352674,NA
"32461",3,12,"6.0","SR241  BACHELOR OF SPORT MANAGEMENT",NA,"Female",4,4,5,1,999,3,3,4,4,1,298.7359369,NA
"32473",3,9,"1.0","Bachelor of Physics",NA,"Female",3,3,3,3,999,4,3,3,3,3,298.7668154,NA
"32489",3,10,"5.0","Degree in Data Networking and networking","Male",NA,3,3,4,2,999,3,3,3,4,3,298.7671501,"Male"
"32556",5,24,"2.0","banking studies",NA,"Female",4,3,3,2,999,4,4,3,3,2,298.7674848,NA
"32557",3,12,"4.0","Pengurusan sukan dan rekreasi",NA,"Female",4,4,3,2,999,3,4,3,3,2,298.7674848,NA
"32570",5,24,"5.0","Banking studies",NA,"Female",3,4,4,2,999,3,4,2,2,4,298.7678196,NA
"32618",5,23,"4.0","diploma in accounting",NA,"Female",4,4,4,2,999,4,4,1,3,2,298.768489,NA
"32625",3,9,"3.0","B. Sc. (Hons) Applied Chemistry",NA,"Female",4,4,1,4,999,4,4,2,4,1,298.7691584,NA
"32644",5,24,"4.0","Diploma in Banking",NA,"Female",3,3,3,3,999,3,3,3,3,3,298.8,NA
"32647",3,12,"4.0","Sport management and recreation","Male",NA,3,3,3,3,999,3,3,3,3,3,298.8,"Male"
"32658",5,26,"2.0","Library Management",NA,"Female",3,3,2,3,999,3,3,3,4,3,298.8003347,NA
"32666",5,24,"3.0","OFFICE MANAGEMENT & TECHNOLOGY",NA,"Female",3,3,3,2,999,3,4,3,3,3,298.8003347,NA
"32695",3,10,"4.0","CS240",NA,"Female",3,3,3,3,999,2,3,4,4,2,298.8006693,NA
"32715",3,24,"4.0","HUMAN RESOURCE",NA,"Female",3,4,3,3,999,4,3,2,3,2,298.8006693,NA
"32733",3,12,"4.0","SR245","Male",NA,3,3,3,2,999,4,4,2,4,2,298.801004,"Male"
"32750",5,23,"2.0","ACC220","Male",NA,3,3,3,3,999,4,3,3,4,1,298.801004,"Male"
"32770",5,10,"2.0","Diploma in Computer Science","Male",NA,3,4,3,1,999,3,3,2,3,5,298.8016734,"Male"
"32773",3,11,"5.0","AP220 - Geomatic Science",NA,"Female",4,3,2,2,999,3,4,2,5,2,298.8016734,NA
"32781",3,23,"5.0","Accounting Information System",NA,"Female",4,4,4,3,999,2,4,2,3,1,298.8016734,NA
"32787",3,23,"2.0","Diploma in accounting system",NA,"Female",4,4,1,2,999,4,4,2,4,2,298.802008,NA
"32805",3,9,"2.0","Bc in science (hons) biology",NA,"Female",5,4,5,1,999,4,2,3,2,1,298.8033467,NA
"32820",5,24,"4.0","Islamic banking",NA,"Female",3,2,2,3,999,3,3,3,3,4,298.8338167,NA
"32836",5,24,"4.0","BA242",NA,"Female",3,3,3,2,999,3,4,3,3,2,298.8338167,NA
"32864",5,26,"4.0","IM110",NA,"Female",3,3,3,2,999,3,4,2,4,2,298.8341513,NA
"32868",5,15,"5.0","Public Administration",NA,"Female",3,4,3,2,999,3,4,2,3,2,298.8341513,NA
"32877",3,9,"4.0","Applied Chemistry",NA,"Female",4,3,2,4,999,2,2,2,4,3,298.834486,NA
"32905",3,24,"5.0","BA243","Male",NA,4,4,4,2,999,3,3,2,1,3,298.8348206,"Male"
"32907",3,13,"2.0","DIPLOMA PLANTATION IN MANAGEMENT",NA,"Female",2,2,4,2,999,4,4,2,4,2,298.8348206,NA
"32957",3,11,"2.0","AP120",NA,"Female",3,3,3,2,999,2,3,2,4,3,298.8672615,NA
"32994",5,15,"3.0","AM228",NA,"Female",3,4,2,2,999,3,3,2,4,2,298.8675961,NA
"33047",3,10,"5.0","Management Mathematics",NA,"Female",5,4,3,1,999,3,2,2,4,1,298.8692691,NA
"33117",3,23,"4.0","AC120",NA,"Female",3,4,3,4,999,2,3,1,3,1,298.9016728,NA
"33128",5,24,"4.0","Office management and technology",NA,"Female",4,4,2,1,999,4,4,2,2,1,298.9023419,NA
"33138",5,24,"4.0","Diploma Office and Management",NA,"Female",3,3,2,3,999,2,2,2,3,3,298.933705,NA
"33144",5,24,"4.0","BA249",NA,"Female",3,3,2,3,999,2,3,2,3,2,298.933705,NA
"33147",3,9,"3.0","AS120",NA,"Female",3,3,2,3,999,2,2,2,2,4,298.9340395,NA
"33158",5,23,"5.0","Ac220","Male",NA,3,2,3,3,999,3,3,2,3,1,298.9340395,"Male"
"33161",3,12,"3.0","SR 245","Male",NA,3,3,3,1,999,2,2,2,4,3,298.9343741,"Male"
"33175",3,10,"2.0","CS1102",NA,"Female",3,3,2,2,999,3,3,4,2,1,298.9343741,NA
"33181",3,12,"2.0","SR241",NA,"Female",4,3,3,1,999,2,2,2,4,2,298.9347086,NA
"33228",5,10,"4.0","computer science","Male",NA,2,3,1,2,999,3,3,2,2,4,298.9677073,"Male"
"33231",3,13,"4.0","Diploma in planting industry management","Male",NA,3,2,1,2,999,4,2,3,3,2,298.9677073,"Male"
"33242",5,24,"4.0","KBA246",NA,"Female",3,3,3,2,999,2,3,1,4,1,298.9680418,NA
"33245",3,12,"4.0","Sport Recreation and Management RSR111",NA,"Female",1,4,2,1,999,2,2,3,3,4,298.9683763,NA
"33271",3,13,"4.0","Diploma in Planting Industry Managei","Male",NA,3,2,2,2,999,3,3,3,1,2,299.0006689,"Male"
"33276",5,23,"4.0","AC110","Male",NA,2,3,2,2,999,2,2,4,3,1,299.0010033,"Male"
"33291",3,10,"2.0","CS110",NA,"Female",3,3,2,2,999,3,4,1,2,1,299.0013378,NA
"33321",3,12,"2.0","SR245",NA,"Female",2,3,3,3,999,3,2,1,2,1,299.0342623,NA
"33335",3,9,"1.0","Applied Chemistry (AS245)",NA,"Female",2,3,2,1,999,3,3,1,4,1,299.0349311,NA
"33337",3,12,"4.0","Sr 241","Male",NA,3,3,3,2,999,1,2,1,4,1,299.0349311,"Male"
"33354",5,24,"2.0","Banking study",NA,"Female",3,1,2,2,999,2,2,3,3,1,299.067484,NA
"33365",3,9,"4.0","Diploma in Industrial Chemistry",NA,"Female",3,3,1,1,999,2,3,2,3,1,299.0678184,NA
"33385",3,12,"2.0","SR111","Male",NA,1,3,1,1,999,3,3,2,2,2,299.101003,"Male"
"33388",5,24,"4.0","Islamic banking",NA,"Female",3,3,2,2,999,1,1,2,3,1,299.101003,NA
"33405",3,13,"3.0","AT232","Male",NA,1,1,1,4,999,1,4,1,4,1,299.103009,"Male"
"33407",3,11,"2.0","Geomatic science",NA,"Female",1,1,5,1,999,3,4,1,1,1,299.1033433,NA
"33418",5,23,"4.0","AC110 DIPLOMA IN ACCOUNTING",NA,"Female",2,3,3,1,999,1,2,1,3,1,299.1344848,NA
"33425",3,11,"2.0","diploma","Male",NA,1,3,1,1,999,4,1,1,4,1,299.135822,"Male"
"33469",3,10,"5.0","NETWORK AND DATA COMMUNICATION","Male",NA,2,1,1,1,999,1,3,1,3,1,299.234373,"Male"
"33486",5,24,"4.0","ISLAMIC BANKING",NA,"Female",3,1,1,1,999,1,1,1,3,1,299.2677062,NA
"33501",3,10,"2.0","CS110","Male",NA,1,1,1,1,999,3,1,1,1,1,299.3339272,"Male"
